name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2,activity_zone_id,production,attraction
,2289,354810632.0,,yes,,,,"POLYGON ((80.2216119 12.986357, 80.22158090000001 12.9862669, 80.2214985 12.9862939, 80.2215296 12.986384, 80.2216119 12.986357))",POINT (80.2215552 12.9863254),99.0,1066.0,34,1.0656271296,1.0656271296
,2290,354810633.0,,yes,,,,"POLYGON ((80.2304384 12.9859795, 80.2304231 12.985913, 80.2302486 12.9859511, 80.2302638 12.9860176, 80.2304384 12.9859795))",POINT (80.2303435 12.9859653),146.2,1573.4,36,1.57368370048,1.57368370048
,2291,354810634.0,,yes,,,,"POLYGON ((80.2257293 12.9847631, 80.22573300000001 12.984657, 80.22564680000001 12.9846541, 80.2256431 12.9847602, 80.2257293 12.9847631))",POINT (80.2256881 12.9847086),109.8,1182.0,43,1.18187736192,1.18187736192
,2292,354810635.0,,yes,,,,"POLYGON ((80.22777069999999 12.9854756, 80.2277655 12.9853992, 80.22768309999999 12.9854045, 80.2276882 12.9854809, 80.22777069999999 12.9854756))",POINT (80.22772689999999 12.9854401),75.9,816.7,35,0.8169807993600001,0.8169807993600001
,2293,354810636.0,,yes,,,,"POLYGON ((80.22905040000001 12.9871316, 80.2290541 12.9869779, 80.228981 12.9869762, 80.2289772 12.9871299, 80.22905040000001 12.9871316))",POINT (80.22901570000001 12.9870539),134.9,1452.2,35,1.45205151296,1.45205151296
,2294,354810637.0,,yes,,,,"POLYGON ((80.2319035 12.9864565, 80.2318886 12.9863982, 80.2317654 12.986428, 80.2317803 12.9864863, 80.2319035 12.9864565))",POINT (80.23183450000001 12.9864422),91.5,984.5,36,0.9848978016,0.9848978016
,2295,354810638.0,,yes,,,,"POLYGON ((80.23009759999999 12.9852974, 80.23007699999999 12.9852297, 80.2299665 12.9852617, 80.2299872 12.9853294, 80.23009759999999 12.9852974))",POINT (80.2300321 12.9852795),97.6,1050.6,36,1.05055765504,1.05055765504
,2296,354810640.0,,yes,,,,"POLYGON ((80.2247629 12.9868521, 80.2246708 12.9865881, 80.224628 12.9866023, 80.2247201 12.9868663, 80.2247629 12.9868521))",POINT (80.2246954 12.9867272),151.2,1627.4,34,1.62750325248,1.62750325248
,2297,354810641.0,,yes,,,,"POLYGON ((80.229356 12.987099, 80.2293507 12.9869808, 80.22928279999999 12.9869837, 80.22928810000001 12.9871019, 80.229356 12.987099))",POINT (80.22931939999999 12.9870413),96.4,1038.0,35,1.0376409625600003,1.0376409625600003
,2298,354810642.0,,yes,,,,"POLYGON ((80.231472 12.9854744, 80.23145239999999 12.9853976, 80.2313959 12.9854113, 80.2314155 12.9854881, 80.231472 12.9854744))",POINT (80.2314339 12.9854429),55.3,594.8,36,0.59524424512,0.59524424512
,2299,354810643.0,,yes,,,,"POLYGON ((80.2309846 12.9857149, 80.2309514 12.9855803, 80.23089229999999 12.9855942, 80.2309255 12.9857287, 80.2309846 12.9857149))",POINT (80.23093849999999 12.9856545),100.9,1085.9,36,1.0860785593600002,1.0860785593600002
,2300,354810644.0,,yes,,,,"POLYGON ((80.22941470000001 12.9839816, 80.2296407 12.983961, 80.2296362 12.9839139, 80.2294102 12.9839346, 80.22941470000001 12.9839816))",POINT (80.22952549999999 12.9839478),128.6,1384.6,43,1.3842388774399998,1.3842388774399998
,2301,354810645.0,,yes,,,,"POLYGON ((80.2226187 12.9873621, 80.2226826 12.9873486, 80.2226527 12.9872145, 80.2225888 12.987228, 80.2226187 12.9873621))",POINT (80.2226357 12.9872883),107.6,1158.3,34,1.15819675904,1.15819675904
,2302,354810646.0,,yes,,,,"POLYGON ((80.22827530000001 12.9848677, 80.22835619999999 12.9848677, 80.22835619999999 12.9847966, 80.22827530000001 12.9847966, 80.22827530000001 12.9848677))",POINT (80.2283158 12.9848321),69.0,742.5,43,0.7427098176000001,0.7427098176000001
,2303,354810647.0,,yes,,,,"POLYGON ((80.22240309999999 12.9865403, 80.2223853 12.9864439, 80.2223225 12.986455, 80.22234039999999 12.9865514, 80.22240309999999 12.9865403))",POINT (80.2223628 12.9864976),74.9,806.4,34,0.8062168889600001,0.8062168889600001
,2304,354810648.0,,yes,,,,"POLYGON ((80.2234211 12.98655, 80.2233798 12.9864475, 80.223249 12.9864976, 80.2232903 12.9866001, 80.2234211 12.98655))",POINT (80.22333500000001 12.9865238),185.6,1997.8,34,1.99778177024,1.99778177024
,2305,354810649.0,,yes,,,,"POLYGON ((80.2217295 12.986803, 80.2216811 12.9866834, 80.2215954 12.9867164, 80.2216438 12.9868359, 80.2217295 12.986803))",POINT (80.22166249999999 12.9867597),142.0,1528.4,34,1.5284752768,1.5284752768
,2306,354810650.0,,yes,,,,"POLYGON ((80.2246409 12.9848836, 80.2246402 12.9848468, 80.22456320000001 12.9848481, 80.22456390000001 12.9848849, 80.2246409 12.9848836))",POINT (80.2246021 12.9848659),34.0,365.9,42,0.3659729536,0.3659729536
,2307,354810651.0,,yes,,,,"POLYGON ((80.2289641 12.9857148, 80.2290296 12.9857084, 80.22902120000001 12.9856269, 80.22895579999999 12.9856332, 80.2289641 12.9857148))",POINT (80.22899270000001 12.9856708),64.6,695.9,35,0.69534861184,0.69534861184
,2308,354810652.0,,yes,,,,"POLYGON ((80.231137 12.9867378, 80.2311199 12.9866095, 80.2309939 12.9866255, 80.231011 12.9867538, 80.231137 12.9867378))",POINT (80.23106540000001 12.9866817),197.2,2122.1,36,2.12264313088,2.12264313088
,2309,354810653.0,,yes,,,,"POLYGON ((80.2416946 12.9893401, 80.24167970000001 12.9892764, 80.2415941 12.9892953, 80.241609 12.9893591, 80.2416946 12.9893401))",POINT (80.2416443 12.9893177),68.8,740.9,38,0.74055703552,0.74055703552
,2310,354810654.0,,yes,,,,"POLYGON ((80.2310773 12.9847997, 80.2310548 12.984743, 80.2309868 12.9847687, 80.2310094 12.9848254, 80.2310773 12.9847997))",POINT (80.23103209999999 12.9847842),53.2,572.2,44,0.57264003328,0.57264003328
,2311,354810655.0,,yes,,,,"POLYGON ((80.222334 12.9858751, 80.22230620000001 12.9857781, 80.2221763 12.9858135, 80.2222041 12.9859105, 80.222334 12.9858751))",POINT (80.22225520000001 12.9858443),162.9,1753.6,34,1.7534410041600001,1.7534410041600001
,2312,354810656.0,,yes,,,,"POLYGON ((80.2242971 12.9873864, 80.2240869 12.9867846, 80.2240042 12.986812, 80.2242143 12.9874138, 80.2242971 12.9873864))",POINT (80.2241506 12.9870993),666.3,7171.8,34,7.17199349952,7.17199349952
,2313,354810657.0,,yes,,,,"POLYGON ((80.2276991 12.9849297, 80.22787030000001 12.9849185, 80.2278657 12.9848506, 80.2276945 12.9848618, 80.2276991 12.9849297))",POINT (80.2277824 12.9848902),140.0,1507.3,43,1.506947456,1.506947456
,2314,354810658.0,,yes,,,,"POLYGON ((80.229556 12.9868271, 80.2295493 12.9867148, 80.22946659999999 12.9867195, 80.2294733 12.9868318, 80.229556 12.9868271))",POINT (80.2295113 12.9867733),111.8,1202.9,35,1.20340518272,1.20340518272
,2315,354810659.0,,yes,,,,"POLYGON ((80.22192029999999 12.9864246, 80.22204290000001 12.9863855, 80.22199999999999 12.9862578, 80.2218774 12.9862969, 80.22192029999999 12.9864246))",POINT (80.2219602 12.9863412),207.9,2237.6,34,2.23781697216,2.23781697216
,2316,354810660.0,,yes,,,,"POLYGON ((80.2290387 12.9865002, 80.229034 12.9863978, 80.2289696 12.9864006, 80.2289743 12.986503, 80.2290387 12.9865002))",POINT (80.2290041 12.9864504),79.2,853.0,35,0.8525017036800001,0.8525017036800001
,2317,354810661.0,,yes,,,,"POLYGON ((80.2297327 12.9846283, 80.2297274 12.9845743, 80.2296053 12.9845857, 80.22961050000001 12.9846397, 80.2297327 12.9846283))",POINT (80.229669 12.984607),79.8,859.2,43,0.85896004992,0.85896004992
,2318,354810662.0,,yes,,,,"POLYGON ((80.2227721 12.9846896, 80.22280379999999 12.9847305, 80.2228961 12.9846627, 80.22286440000001 12.9846217, 80.2227721 12.9846896))",POINT (80.2228341 12.9846761),71.1,765.6,42,0.76531402944,0.76531402944
,2319,354810663.0,,yes,,,,"POLYGON ((80.2305023 12.9851415, 80.2304666 12.9850317, 80.2303539 12.9850665, 80.2303896 12.9851762, 80.2305023 12.9851415))",POINT (80.2304281 12.985104),163.2,1756.8,36,1.75667017728,1.75667017728
,2320,354810664.0,,yes,,,,"POLYGON ((80.2413956 12.9829492, 80.241366 12.9828835, 80.24126320000001 12.9829275, 80.2412928 12.9829932, 80.2413956 12.9829492))",POINT (80.2413294 12.9829383),96.6,1040.0,46,1.0397937446399999,1.0397937446399999
,2321,354810665.0,,yes,,,,"POLYGON ((80.22393580000001 12.9864032, 80.2238682 12.9862147, 80.2238103 12.9862344, 80.22387790000001 12.9864229, 80.22393580000001 12.9864032))",POINT (80.22387310000001 12.9863188),146.9,1580.8,34,1.58121843776,1.58121843776
,2322,354810666.0,,yes,,,,"POLYGON ((80.23631659999999 12.9881147, 80.2365058 12.9881416, 80.23652439999999 12.9880174, 80.2363352 12.9879905, 80.23631659999999 12.9881147))",POINT (80.23642049999999 12.9880661),287.8,3098.0,37,3.09785341312,3.09785341312
,2323,354810667.0,,yes,,,,"POLYGON ((80.2298602 12.9855247, 80.229967 12.9855065, 80.22995450000001 12.9854368, 80.22984769999999 12.9854549, 80.2298602 12.9855247))",POINT (80.22990729999999 12.9854807),92.1,990.9,35,0.9913561478399999,0.9913561478399999
,2324,354810668.0,,yes,,,,"POLYGON ((80.2232703 12.9862831, 80.22327420000001 12.9861938, 80.2230442 12.9861841, 80.2230402 12.9862733, 80.2232703 12.9862831))",POINT (80.2231572 12.9862336),246.7,2655.4,34,2.65545669568,2.65545669568
,2325,354810669.0,,yes,,,,"POLYGON ((80.2284226 12.9856594, 80.2284107 12.9855663, 80.2283358 12.9855754, 80.22834779999999 12.9856685, 80.2284226 12.9856594))",POINT (80.22837920000001 12.9856174),84.9,913.6,35,0.9138559929600001,0.9138559929600001
,2326,354810671.0,,yes,,,,"POLYGON ((80.2308694 12.9856672, 80.2308575 12.9856273, 80.2307266 12.9856643, 80.2307479 12.9857358, 80.23082530000001 12.9857139, 80.2308159 12.9856823, 80.2308694 12.9856672))",POINT (80.2307929 12.9856796),99.7,1073.2,36,1.0731618668800003,1.0731618668800003
,2327,354810672.0,,yes,,,,"POLYGON ((80.22144280000001 12.9870992, 80.22140570000001 12.9870074, 80.2212926 12.9870508, 80.22132980000001 12.9871427, 80.22144280000001 12.9870992))",POINT (80.2213677 12.987075),143.9,1548.8,34,1.54892670656,1.54892670656
,2328,354810673.0,,yes,,,,"POLYGON ((80.22504979999999 12.9850704, 80.22504600000001 12.9850009, 80.2249747 12.9850046, 80.2249784 12.9850741, 80.22504979999999 12.9850704))",POINT (80.22501219999999 12.9850375),59.6,641.9,34,0.6415290598400001,0.6415290598400001
,2329,354810674.0,,yes,,,,"POLYGON ((80.2282446 12.9857909, 80.2282201 12.9855524, 80.2281436 12.9855599, 80.2281681 12.9857983, 80.2282446 12.9857909))",POINT (80.2281941 12.9856754),221.0,2378.3,35,2.3788241984000003,2.3788241984000003
,2330,354810675.0,,yes,,,,"POLYGON ((80.2217591 12.987712, 80.22169529999999 12.9875531, 80.22162760000001 12.9875789, 80.2216914 12.9877378, 80.2217591 12.987712))",POINT (80.2216933 12.9876455),148.8,1601.2,34,1.6016698675200003,1.6016698675200003
,2331,354810676.0,,yes,,,,"POLYGON ((80.2412717 12.9872028, 80.24125669999999 12.9871387, 80.2411017 12.987173, 80.2411166 12.9872371, 80.2412717 12.9872028))",POINT (80.2411867 12.9871879),125.3,1349.2,38,1.3487179731199999,1.3487179731199999
,2332,354810677.0,,yes,,,,"POLYGON ((80.2292097 12.9868411, 80.22920480000001 12.9867602, 80.22912890000001 12.9867646, 80.2291338 12.9868454, 80.2292097 12.9868411))",POINT (80.2291693 12.9868028),73.8,794.9,35,0.7943765875200001,0.7943765875200001
,2333,354810678.0,,yes,,,,"POLYGON ((80.22208550000001 12.9868146, 80.22207040000001 12.9867407, 80.22187479999999 12.9867785, 80.2218898 12.9868524, 80.22208550000001 12.9868146))",POINT (80.2219801 12.9867966),180.2,1939.9,34,1.93965665408,1.93965665408
,2334,354810679.0,,yes,,,,"POLYGON ((80.22845289999999 12.9867267, 80.228438 12.9866142, 80.22832889999999 12.9866279, 80.2283438 12.9867403, 80.22845289999999 12.9867267))",POINT (80.22839089999999 12.9866773),149.6,1610.0,35,1.61028099584,1.61028099584
,2335,354810680.0,,yes,,,,"POLYGON ((80.2228661 12.9894715, 80.2229317 12.9895212, 80.22299719999999 12.9894391, 80.2229315 12.9893894, 80.2228661 12.9894715))",POINT (80.2229316 12.9894553),103.6,1115.7,34,1.11514111744,1.11514111744
,2336,354810681.0,,yes,,,,"POLYGON ((80.2227244 12.9932237, 80.2226155 12.9927919, 80.22253499999999 12.9928112, 80.22264389999999 12.9932429, 80.2227244 12.9932237))",POINT (80.2226297 12.9930174),441.9,4757.1,26,4.75657200576,4.75657200576
,2337,354810682.0,,yes,,,,"POLYGON ((80.2294658 12.9870953, 80.22946020000001 12.9869724, 80.2293682 12.9869764, 80.2293737 12.9870992, 80.2294658 12.9870953))",POINT (80.229417 12.9870358),135.9,1462.6,35,1.4628154233600001,1.4628154233600001
,2338,354810683.0,,yes,,,,"POLYGON ((80.23157500000001 12.9840224, 80.23157310000001 12.9839552, 80.2314567 12.9839583, 80.2314586 12.9840255, 80.23157500000001 12.9840224))",POINT (80.2315158 12.9839904),93.9,1010.5,44,1.0107311865600002,1.0107311865600002
,2339,354810684.0,,yes,,,,"POLYGON ((80.23075849999999 12.986635, 80.23074819999999 12.9865803, 80.2306778 12.9865929, 80.23068809999999 12.9866476, 80.23075849999999 12.986635))",POINT (80.2307182 12.9866139),47.7,513.9,36,0.5134385260800001,0.5134385260800001
,2340,354810685.0,,yes,,,,"POLYGON ((80.2407228 12.9827774, 80.2407728 12.9827481, 80.24073009999999 12.9826791, 80.2406802 12.9827084, 80.2407228 12.9827774))",POINT (80.24072649999999 12.9827283),56.3,606.2,46,0.60600815552,0.60600815552
,2341,354810686.0,,yes,,,,"POLYGON ((80.22783800000001 12.9847498, 80.2278981 12.9847498, 80.2278981 12.9846181, 80.22783800000001 12.9846181, 80.22783800000001 12.9847498))",POINT (80.22786809999999 12.9846839),94.9,1021.8,43,1.02149509696,1.02149509696
,2342,354810687.0,,apartments,,,,"POLYGON ((80.22207950000001 12.9885804, 80.2222447 12.9884688, 80.22213929999999 12.9883206, 80.2219741 12.9884322, 80.22207950000001 12.9885804))",POINT (80.22210939999999 12.9884505),434.7,4678.8,34,0.467907185088,1.6844658663168
,2343,354810688.0,,yes,,,,"POLYGON ((80.2318276 12.9868527, 80.2318987 12.986841, 80.231883 12.9867503, 80.2318118 12.986762, 80.2318276 12.9868527))",POINT (80.23185530000001 12.9868015),79.6,856.8,36,0.85680726784,0.85680726784
,2344,354810689.0,,yes,,,,"POLYGON ((80.2225139 12.9872546, 80.2225548 12.9874407, 80.2226227 12.9874266, 80.22258189999999 12.9872404, 80.2225139 12.9872546))",POINT (80.22256830000001 12.9873405),158.6,1707.4,34,1.70715618944,1.70715618944
,2345,354810690.0,,yes,,,,"POLYGON ((80.22826329999999 12.9849272, 80.228262 12.9848081, 80.2282062 12.9848087, 80.2282076 12.9849277, 80.22826329999999 12.9849272))",POINT (80.2282348 12.9848679),79.6,856.9,43,0.85680726784,0.85680726784
,2346,354810691.0,,yes,,,,"POLYGON ((80.2222029 12.9865716, 80.22217379999999 12.9864649, 80.2221088 12.9864818, 80.222138 12.9865885, 80.2222029 12.9865716))",POINT (80.2221559 12.9865267),89.0,958.2,34,0.9579880256,0.9579880256
,2347,354810692.0,,yes,,,,"POLYGON ((80.230547 12.9855054, 80.23038560000001 12.9852036, 80.2303005 12.9852468, 80.230462 12.9855486, 80.230547 12.9855054))",POINT (80.2304238 12.9853761),391.5,4213.8,36,4.2140709216,4.2140709216
,2348,354810693.0,,yes,,,,"POLYGON ((80.22187049999999 12.9873893, 80.2218187 12.9872335, 80.2217429 12.9872573, 80.2217947 12.9874133, 80.22187049999999 12.9873893))",POINT (80.2218067 12.9873234),156.6,1685.3,34,1.68562836864,1.68562836864
,2349,354810694.0,,yes,,,,"POLYGON ((80.23873089999999 12.9829601, 80.2386858 12.9827942, 80.2386314 12.9828082, 80.2386764 12.9829741, 80.23873089999999 12.9829601))",POINT (80.23868109999999 12.9828842),115.9,1247.5,45,1.2475372153600002,1.2475372153600002
,2350,354810695.0,,yes,,,,"POLYGON ((80.22323179999999 12.9853726, 80.2232205 12.9852939, 80.2231824 12.9852991, 80.2231936 12.9853777, 80.22323179999999 12.9853726))",POINT (80.2232071 12.9853358),36.7,394.8,34,0.39503551168000006,0.39503551168000006
,2351,354810696.0,,yes,,,,"POLYGON ((80.23491730000001 12.9879504, 80.2351414 12.9879816, 80.23515999999999 12.9878549, 80.2349358 12.9878237, 80.23491730000001 12.9879504))",POINT (80.2350386 12.9879026),347.5,3740.8,36,3.7404588640000003,3.7404588640000003
,2352,354810698.0,,yes,,,,"POLYGON ((80.2289469 12.9855855, 80.2289397 12.9855158, 80.2288752 12.9855221, 80.2288823 12.9855918, 80.2289469 12.9855855))",POINT (80.228911 12.9855538),54.5,586.6,35,0.5866331168000001,0.5866331168000001
,2353,354810700.0,,yes,,,,"POLYGON ((80.2294129 12.9853838, 80.2294089 12.9852829, 80.22933449999999 12.9852857, 80.2293385 12.9853866, 80.2294129 12.9853838))",POINT (80.2293737 12.9853347),90.2,970.5,35,0.9709047180800001,0.9709047180800001
,2354,354810702.0,,yes,,,,"POLYGON ((80.2379804 12.9825607, 80.23796350000001 12.9824985, 80.2379248 12.9825084, 80.23794169999999 12.9825706, 80.2379804 12.9825607))",POINT (80.2379526 12.9825346),30.9,332.3,45,0.33260483135999996,0.33260483135999996
,2355,354810704.0,,yes,,,,"POLYGON ((80.24173450000001 12.9889294, 80.24172350000001 12.9888823, 80.2415852 12.9889129, 80.2415962 12.9889599, 80.24173450000001 12.9889294))",POINT (80.2416599 12.9889211),82.1,883.4,38,0.8837170438399999,0.8837170438399999
,2356,354810705.0,,yes,,,,"POLYGON ((80.22190929999999 12.9859527, 80.2220892 12.9859036, 80.222058 12.9857949, 80.221878 12.985844, 80.22190929999999 12.9859527))",POINT (80.2219836 12.9858738),253.0,2723.1,34,2.7232693312,2.7232693312
,2357,354810710.0,,apartments,,,,"POLYGON ((80.2224219 12.9881887, 80.2223144 12.9879972, 80.2222491 12.988032, 80.2223566 12.9882234, 80.2224219 12.9881887))",POINT (80.2223355 12.9881103),194.7,2096.0,34,0.209573335488,0.7544640077567999
,2358,354810711.0,,yes,,,,"POLYGON ((80.22787289999999 12.9851574, 80.2278673 12.9850744, 80.227784 12.9850797, 80.22778959999999 12.9851627, 80.22787289999999 12.9851574))",POINT (80.22782840000001 12.9851185),83.3,896.3,35,0.89663373632,0.89663373632
,2359,354810713.0,,yes,,,,"POLYGON ((80.2296808 12.9870967, 80.2296782 12.986957, 80.2296132 12.9869581, 80.2296158 12.9870978, 80.2296808 12.9870967))",POINT (80.229647 12.9870274),108.9,1172.6,35,1.17218984256,1.17218984256
,2360,354810715.0,,yes,,,,"POLYGON ((80.22948220000001 12.986223, 80.2294783 12.9861361, 80.2293813 12.9861402, 80.2293852 12.9862272, 80.22948220000001 12.986223))",POINT (80.22943170000001 12.9861816),101.3,1090.8,35,1.09038412352,1.09038412352
,2361,354810717.0,,yes,,,,"POLYGON ((80.2228728 12.9886601, 80.2228132 12.9885758, 80.2227493 12.9886187, 80.2228089 12.988703, 80.2228728 12.9886601))",POINT (80.2228111 12.9886394),95.3,1025.4,34,1.0258006611200001,1.0258006611200001
,2362,354810721.0,,yes,,,,"POLYGON ((80.2310592 12.9865889, 80.2310476 12.9865275, 80.23098160000001 12.9865393, 80.23099310000001 12.9866007, 80.2310592 12.9865889))",POINT (80.23102040000001 12.9865641),50.3,541.1,36,0.5414246931200001,0.5414246931200001
,2363,354810723.0,,yes,,,,"POLYGON ((80.22994660000001 12.9846878, 80.2299404 12.9846254, 80.2298536 12.9846335, 80.22985970000001 12.9846959, 80.22994660000001 12.9846878))",POINT (80.22990009999999 12.9846607),65.6,706.0,43,0.70611252224,0.70611252224
,2364,354810724.0,,yes,,,,"POLYGON ((80.2302097 12.9856028, 80.2302688 12.9855849, 80.2301787 12.9853014, 80.23011959999999 12.9853192, 80.2302097 12.9856028))",POINT (80.2301942 12.9854521),220.3,2370.9,36,2.3712894611200004,2.3712894611200004
,2365,354810725.0,,yes,,,,"POLYGON ((80.2314453 12.9866472, 80.2314234 12.9865857, 80.2313001 12.9866274, 80.23132200000001 12.9866889, 80.2314453 12.9866472))",POINT (80.23137269999999 12.9866373),101.9,1096.8,36,1.09684246976,1.09684246976
,2366,354810726.0,,yes,,,,"POLYGON ((80.222199 12.9867449, 80.22218700000001 12.9867022, 80.22213480000001 12.9867161, 80.2221467 12.9867588, 80.222199 12.9867449))",POINT (80.2221669 12.9867305),28.7,309.4,34,0.30892422848,0.30892422848
,2367,354810727.0,,yes,,,,"POLYGON ((80.2283508 12.9849336, 80.2284226 12.9849316, 80.22842129999999 12.9848864, 80.22834949999999 12.9848884, 80.2283508 12.9849336))",POINT (80.22838609999999 12.98491),39.0,419.3,43,0.41979250560000003,0.41979250560000003
,2368,354810728.0,,yes,,,,"POLYGON ((80.2210633 12.9911733, 80.2210046 12.9910998, 80.2208425 12.9912226, 80.22090129999999 12.9912962, 80.2210633 12.9911733))",POINT (80.2209529 12.991198),229.5,2470.2,26,2.4703174368,2.4703174368
,2369,354810729.0,,yes,,,,"POLYGON ((80.22862379999999 12.9853863, 80.22880499999999 12.9853792, 80.22880290000001 12.985328, 80.22862170000001 12.9853351, 80.22862379999999 12.9853863))",POINT (80.2287134 12.9853572),111.4,1199.5,35,1.1990996185600002,1.1990996185600002
,2370,354810730.0,,yes,,,,"POLYGON ((80.2412667 12.987871, 80.2412478 12.9877895, 80.24119349999999 12.9878015, 80.2412125 12.987883, 80.2412667 12.987871))",POINT (80.2412301 12.9878362),55.8,600.1,38,0.6006262003199999,0.6006262003199999
,2371,354810731.0,,yes,,,,"POLYGON ((80.2229821 12.9883854, 80.22289550000001 12.9882435, 80.222821 12.9882866, 80.22290750000001 12.9884285, 80.2229821 12.9883854))",POINT (80.22290150000001 12.988336),171.6,1847.1,34,1.84708702464,1.84708702464
,2372,354810732.0,,yes,,,,"POLYGON ((80.2228497 12.9861481, 80.2228356 12.9860191, 80.2227895 12.9860239, 80.22271739999999 12.9860805, 80.2227261 12.9861609, 80.2228497 12.9861481))",POINT (80.2227864 12.986096),170.5,1834.7,34,1.8352467232,1.8352467232
,2373,354810733.0,,yes,,,,"POLYGON ((80.2299427 12.9870203, 80.23007370000001 12.9870039, 80.2300644 12.9869333, 80.2301418 12.9869236, 80.2301248 12.9867948, 80.2299165 12.9868209, 80.2299427 12.9870203))",POINT (80.2300226 12.986899),439.9,4734.6,35,4.7350441849600005,4.7350441849600005
,2374,354810734.0,,yes,,,,"POLYGON ((80.2303926 12.9858274, 80.2303797 12.985771, 80.2303357 12.9857806, 80.2303288 12.9857506, 80.23025440000001 12.9857668, 80.2302743 12.9858532, 80.2303926 12.9858274))",POINT (80.23031899999999 12.9858025),112.2,1207.2,36,1.20771074688,1.20771074688
,2375,354810735.0,,yes,,,,"POLYGON ((80.2297094 12.9924891, 80.2297769 12.9924873, 80.2297755 12.9924392, 80.2298625 12.9924368, 80.2298601 12.9923532, 80.2297057 12.9923574, 80.2297094 12.9924891))",POINT (80.2297757 12.9924106),193.9,2087.4,27,2.08712222656,2.08712222656
,2376,354810736.0,,yes,,,,"POLYGON ((80.2281898 12.9851006, 80.22817929999999 12.9849459, 80.2280208 12.9849561, 80.2280239 12.9850023, 80.2280506 12.9850006, 80.228058 12.9851091, 80.2281898 12.9851006))",POINT (80.2281139 12.9850247),260.5,2804.0,35,2.8039986592,2.8039986592
,2377,354810737.0,,yes,,,,"POLYGON ((80.22266279999999 12.9876473, 80.2226331 12.9875227, 80.222392 12.9875774, 80.2224192 12.9876914, 80.2225837 12.9876541, 80.22258619999999 12.9876647, 80.22266279999999 12.9876473))",POINT (80.2225289 12.9876083),357.7,3850.7,34,3.8502507500800003,3.8502507500800003
,2378,354810738.0,,yes,,,,"POLYGON ((80.2314927 12.9855586, 80.2315972 12.9855246, 80.2315894 12.9855018, 80.23162189999999 12.9854912, 80.2316082 12.9854513, 80.2314712 12.9854958, 80.2314927 12.9855586))",POINT (80.2315449 12.9855047),104.7,1127.3,36,1.12698141888,1.12698141888
,2379,354810739.0,,yes,,,,"POLYGON ((80.2219441 12.9876633, 80.2219874 12.98764, 80.221963 12.9875969, 80.2219715 12.9875923, 80.2219521 12.987558, 80.2219003 12.9875859, 80.2219441 12.9876633))",POINT (80.2219449 12.9876101),57.0,613.5,34,0.6135428928,0.6135428928
,2380,354810740.0,,yes,,,,"POLYGON ((80.2315949 12.9852413, 80.2315655 12.9851258, 80.23146920000001 12.9851491, 80.2314824 12.9852006, 80.2314494 12.9852086, 80.23145700000001 12.9852383, 80.2314808 12.9852325, 80.2314895 12.9852668, 80.2315949 12.9852413))",POINT (80.2315261 12.9851985),158.0,1700.5,36,1.7006978432000002,1.7006978432000002
,2381,354810741.0,,yes,,,,"POLYGON ((80.2217674 12.986984, 80.2217254 12.9868813, 80.22162729999999 12.9869194, 80.2216512 12.9869776, 80.2216657 12.986972, 80.2216731 12.9869899, 80.2216585 12.9869956, 80.2216694 12.9870221, 80.2217674 12.986984))",POINT (80.2216983 12.9869508),136.3,1467.5,34,1.4671209875200002,1.4671209875200002
,2382,354810742.0,,yes,,,,"POLYGON ((80.2220453 12.9929927, 80.2220806 12.9927948, 80.22196169999999 12.9927747, 80.22195720000001 12.9927999, 80.2218836 12.9927875, 80.2218725 12.9928495, 80.2218376 12.9928436, 80.2218179 12.9929542, 80.2220453 12.9929927))",POINT (80.221957 12.9928843),495.4,5332.2,26,5.33244121216,5.33244121216
,2383,354810743.0,,yes,,,,"POLYGON ((80.2222005 12.9928001, 80.2225299 12.9927251, 80.2225061 12.9926257, 80.2224853 12.9926304, 80.22243570000001 12.9924236, 80.22233679999999 12.9924461, 80.2223864 12.9926529, 80.22217670000001 12.9927007, 80.2222005 12.9928001))",POINT (80.2223755 12.9926458),672.9,7242.5,26,7.24303530816,7.24303530816
,2384,354810744.0,,yes,,,,"POLYGON ((80.2222098 12.9936911, 80.2221531 12.9935723, 80.2220382 12.9936243, 80.22210010000001 12.9937542, 80.2221047 12.9937521, 80.2221418 12.9938339, 80.2228552 12.9935266, 80.2228121 12.9934316, 80.2222098 12.9936911))",POINT (80.2224171 12.9936369),1169.6,12589.3,26,12.58946960384,12.58946960384
,2385,354811004.0,,yes,,,,"POLYGON ((80.2215566 12.9841962, 80.22163620000001 12.9841916, 80.221608 12.9837342, 80.2215284 12.9837389, 80.2215566 12.9841962))",POINT (80.22158229999999 12.9839652),438.2,4716.5,42,4.7167455372800005,4.7167455372800005
,2386,354811006.0,,yes,,,,"POLYGON ((80.2209608 12.9811837, 80.220957 12.9811051, 80.22078019999999 12.9811131, 80.22078399999999 12.9811918, 80.2209608 12.9811837))",POINT (80.2208705 12.9811484),167.1,1799.0,42,1.79864942784,1.79864942784
,2387,354811007.0,,yes,,,,"POLYGON ((80.2210707 12.9840205, 80.22114569999999 12.9840054, 80.2211293 12.983928, 80.22105430000001 12.9839432, 80.2210707 12.9840205))",POINT (80.22110000000001 12.9839743),72.6,781.0,42,0.78145989504,0.78145989504
